head,prompt_index,prompt,base_token_prob_delta,base_token_logit_delta,base_token_changed,base_token_rank_post,baseline_entropy,modified_entropy,entropy_delta,kl_divergence
L0.H0,0,The HTTP status code for 'Not Found' is ',0.009765625,0.015625,False,1,1.7068018913269043,1.6854076385498047,-0.02139425277709961,0.0004259165143594146
L0.H0,1,The HTTP status code for 'Forbidden' is ',-0.00390625,0.0,False,1,1.1689391136169434,1.1830717325210571,0.01413261890411377,0.0002448593149892986
L0.H0,2,The HTTP status code for 'Unauthorized' is ',0.00048828125,0.0,False,1,0.6521347761154175,0.6489473581314087,-0.003187417984008789,0.0002867367002181709
L0.H0,3,The HTTP status code for 'Bad Request' is ',-0.00830078125,-0.03125,False,1,1.9637004137039185,1.9952853918075562,0.031584978103637695,0.0004675411619246006
L0.H0,4,The HTTP status code for 'Too Many Requests' is ',0.0166015625,0.078125,False,1,1.8832483291625977,1.8226547241210938,-0.060593605041503906,0.0011551869101822376
L0.H0,5,The HTTP status code for 'Internal Server Error' is ',-0.00146484375,0.0,False,1,1.759781002998352,1.7614113092422485,0.0016303062438964844,0.00043861090671271086
L0.H0,6,The HTTP status code for 'Service Unavailable' is ',0.00390625,0.015625,False,1,2.6206414699554443,2.599968910217285,-0.02067255973815918,0.00021231727441772819
L0.H0,7,The HTTP status code for 'Conflict' is ',0.00250244140625,0.0390625,False,1,4.091826438903809,4.086557865142822,-0.005268573760986328,0.0005458667874336243
L0.H0,8,The HTTP status code for 'Payload Too Large' is ',0.006591796875,0.0390625,False,1,3.487362861633301,3.4641804695129395,-0.023182392120361328,0.0005443294066935778
L0.H0,9,The HTTP status code for 'Unsupported Media Type' is ',-0.002197265625,0.0078125,False,1,3.275251865386963,3.277017593383789,0.0017657279968261719,0.00024106691125780344
L0.H0,10,The HTTP status code for 'Continue' is ',0.0003662109375,-0.015625,False,1,4.244955062866211,4.259762763977051,0.014807701110839844,0.0008824504911899567
L0.H0,11,The HTTP status code for 'OK' is ',-0.00341796875,-0.0625,False,1,1.130659818649292,1.1521868705749512,0.02152705192565918,0.000252984871622175
L0.H0,12,The HTTP status code for 'Created' is ',-0.00439453125,-0.046875,False,1,1.7784875631332397,1.8028680086135864,0.02438044548034668,0.00010437716264277697
L0.H1,0,The HTTP status code for 'Not Found' is ',-0.0048828125,-0.015625,False,1,1.7068018913269043,1.7117137908935547,0.004911899566650391,-0.00024068423954304308
L0.H1,1,The HTTP status code for 'Forbidden' is ',0.00048828125,-0.015625,False,1,1.1689391136169434,1.1654698848724365,-0.003469228744506836,1.1897172953467816e-06
L0.H1,2,The HTTP status code for 'Unauthorized' is ',-0.00244140625,-0.046875,False,1,0.6521347761154175,0.6640594005584717,0.0119246244430542,0.0002809317666105926
L0.H1,3,The HTTP status code for 'Bad Request' is ',-0.0048828125,-0.046875,False,1,1.9637004137039185,1.992854356765747,0.029153943061828613,0.000515230291057378
L0.H1,4,The HTTP status code for 'Too Many Requests' is ',0.00048828125,-0.015625,False,1,1.8832483291625977,1.8843616247177124,0.001113295555114746,0.000151831642142497
L0.H1,5,The HTTP status code for 'Internal Server Error' is ',-0.001953125,-0.015625,False,1,1.759781002998352,1.7730072736740112,0.01322627067565918,0.0005100811831653118
