head,prompt_index,prompt,base_token_prob_delta,base_token_logit_delta,base_token_changed,base_token_rank_post,baseline_entropy,modified_entropy,entropy_delta,kl_divergence,donor_token_prob_delta,donor_token_prob_increase_rate,donor_token_logit_delta,donor_token_rank_pre,donor_token_rank_post,donor_token_rank_increased
L0.H0,0,"1, 2, 3,",0.001953125,0.0078125,False,1,2.1039814949035645,2.0953354835510254,-0.008646011352539062,-2.6232301024720073e-06,-0.000213623046875,-0.004542504866969501,0.0,3,3,False
L0.H0,1,"2, 3, 4,",-0.0009765625,-0.0078125,False,1,2.7778728008270264,2.7843775749206543,0.00650477409362793,-0.00011687158257700503,-0.000244140625,-0.0027063599458728013,-0.0078125,2,2,False
L0.H0,2,"3, 4, 5,",0.0,0.0,False,1,2.291583299636841,2.293447971343994,0.0018646717071533203,8.732545393286273e-05,3.0517578125e-05,0.0006523157208088715,0.0,3,3,False
L0.H0,3,"4, 5, 6,",-0.00390625,-0.015625,False,1,2.621777057647705,2.6380066871643066,0.016229629516601562,0.00012776852236129344,8.392333984375e-05,0.008634222919937205,0.0,14,14,False
L0.H0,4,"10, 11, 12,",-0.00048828125,0.0,False,1,2.2030134201049805,2.204998731613159,0.001985311508178711,-0.0002456907241139561,2.288818359375e-05,0.005780346820809248,0.0078125,21,21,False
L0.H0,5,"20, 21, 22,",-0.00146484375,-0.015625,False,1,2.0936532020568848,2.1030592918395996,0.009406089782714844,-0.00023916084319353104,2.384185791015625e-07,0.0018674136321195146,-0.01171875,133,134,False
L0.H0,6,"98, 99, 100,",-0.00146484375,-0.015625,False,1,1.5528998374938965,1.5619256496429443,0.009025812149047852,-3.980463952757418e-05,0.0003204345703125,0.013125,0.0,3,3,False
L0.H0,7,"99, 100, 101,",-0.00048828125,0.0,False,1,1.807866096496582,1.8105319738388062,0.002665877342224121,-0.00014218284923117608,5.960464477539063e-08,0.003048780487804878,0.00390625,408,408,False
L0.H0,8,"A, B, C,",0.00244140625,0.0078125,False,1,1.7472076416015625,1.7391729354858398,-0.008034706115722656,0.00035379454493522644,0.0001068115234375,0.00417910447761194,0.0078125,3,3,False
L0.H0,9,"B, C, D,",0.0,-0.0078125,False,1,1.8292460441589355,1.8306753635406494,0.0014293193817138672,3.919324080925435e-05,-0.0003662109375,-0.007677543186180422,-0.015625,3,3,False
L0.H0,10,"C, D, E,",0.001953125,0.015625,False,1,1.4298968315124512,1.4202766418457031,-0.009620189666748047,0.000124983474961482,-8.58306884765625e-06,-0.012613875262789068,0.0,32,32,False
L0.H0,11,"X, Y, Z,",0.0006103515625,0.0,False,1,4.804976463317871,4.804533958435059,-0.0004425048828125,5.2594958106055856e-05,4.9591064453125e-05,0.012380952380952381,0.0078125,34,33,True
L0.H0,12,"H, I, J,",0.000244140625,0.0,False,1,2.9329845905303955,2.931945323944092,-0.001039266586303711,-3.6656281736213714e-05,-2.288818359375e-05,-0.0070921985815602835,-0.0078125,29,29,False
L0.H0,13,"T, U, V,",0.0,0.0,False,1,2.1114697456359863,2.112149238586426,0.0006794929504394531,-0.00016316279652528465,0.0,0.0,0.0008563995361328125,13961,13957,True
L0.H0,14,"Monday, Tuesday, Wednesday,",-0.00048828125,-0.0078125,False,1,2.0073952674865723,2.0115318298339844,0.004136562347412109,5.2550476539181545e-05,-0.0001983642578125,-0.008253968253968255,-0.015625,5,5,False
L0.H0,15,"Tuesday, Wednesday, Thursday,",0.00048828125,0.0,False,1,1.26951003074646,1.2677780389785767,-0.0017319917678833008,-5.4255018767435104e-05,0.000125885009765625,0.016666666666666666,0.015625,6,6,False
L0.H0,16,"Wednesday, Thursday, Friday,",0.00341796875,0.03125,False,1,1.2953598499298096,1.275107741355896,-0.020252108573913574,0.0002838558575604111,-0.0004425048828125,-0.01928191489361702,0.0078125,3,3,False
L0.H0,17,"Thursday, Friday, Saturday,",-0.00048828125,0.0,False,1,1.6004912853240967,1.6012643575668335,0.0007730722427368164,0.0004222318239044398,9.1552734375e-05,0.007731958762886598,0.0078125,6,6,False
L0.H0,18,"Friday, Saturday, Sunday,",-0.00048828125,0.0,False,1,3.321603298187256,3.324740409851074,0.0031371116638183594,1.6945050447247922e-05,-6.103515625e-05,-0.000942507068803016,0.0,2,2,False
L0.H0,19,"Saturday, Sunday, Monday,",0.00146484375,0.0,False,1,1.6544926166534424,1.6473335027694702,-0.007159113883972168,0.00010313226812286302,-5.364418029785156e-06,-0.04331087584215592,-0.046875,140,142,False
L0.H0,20,"January, February, March,",0.00048828125,0.0,False,1,1.500459909439087,1.4987541437149048,-0.001705765724182129,-6.820511771366e-05,1.52587890625e-05,0.0006489292667099286,0.0,5,5,False
L0.H0,21,"February, March, April,",-0.00244140625,-0.015625,False,1,1.430265188217163,1.4385071992874146,0.008242011070251465,-6.981541082495824e-05,-7.62939453125e-05,-0.0031545741324921135,-0.015625,3,3,False
L0.H0,22,"March, April, May,",0.00048828125,0.0,False,1,1.6372915506362915,1.636062741279602,-0.0012288093566894531,-0.0003640112990979105,0.0,0.0,0.0,4,4,False
L0.H0,23,"April, May, June,",-0.00146484375,-0.015625,False,1,1.3128554821014404,1.3159526586532593,0.0030971765518188477,5.2670424338430166e-05,0.0,0.0,0.025390625,1979,2006,False
L0.H0,24,"Infant, Child, Teenager,",-0.003173828125,-0.0078125,False,1,2.890929937362671,2.8948864936828613,0.00395655632019043,-0.00012923963367938995,0.0,0.0,0.00390625,3343,3341,True
