head,prompt_index,prompt,base_token_prob_delta,base_token_logit_delta,base_token_changed,base_token_rank_post,baseline_entropy,modified_entropy,entropy_delta,kl_divergence
L0.H0,0,The plural of child is,0.021484375,0.1484375,False,1,4.159588813781738,4.045791149139404,-0.11379766464233398,0.002973906695842743
L0.H0,1,The plural of potato is,0.0150146484375,0.109375,False,1,4.593749046325684,4.56573486328125,-0.028014183044433594,0.002858898602426052
L0.H0,2,The plural of tooth is,0.104736328125,0.703125,False,1,5.001948356628418,4.547521591186523,-0.45442676544189453,0.03902914375066757
L0.H0,3,The plural of egg is,0.05224609375,0.234375,False,1,3.296792984008789,3.1756675243377686,-0.12112545967102051,0.007331930100917816
L0.H0,4,The plural of datum is,-0.0198974609375,-0.078125,False,1,4.023129463195801,4.072632312774658,0.04950284957885742,0.002645641565322876
L0.H0,5,The plural of dog is,0.02099609375,0.1171875,False,1,3.6112172603607178,3.5331342220306396,-0.07808303833007812,0.003212165320292115
L0.H0,6,The plural of city is,0.02978515625,0.125,False,1,4.376223564147949,4.2565789222717285,-0.1196446418762207,0.004729143343865871
L0.H0,7,The plural of series is,-0.025390625,-0.03125,False,1,3.1564769744873047,3.2639689445495605,0.10749197006225586,0.0030906558968126774
L0.H0,8,The plural of goose is,0.0230712890625,0.2109375,False,1,4.204494953155518,4.129647731781006,-0.07484722137451172,0.0036395899951457977
L0.H0,9,The plural of bacterium is,0.006591796875,0.0625,False,1,3.703233003616333,3.7424683570861816,0.03923535346984863,0.0049540214240550995
L0.H0,10,The plural of tomato is,-0.0001220703125,-0.0078125,False,1,4.557371139526367,4.600559711456299,0.04318857192993164,0.002587121445685625
L0.H0,11,The plural of mouse is,0.0224609375,0.09375,False,1,2.9441981315612793,2.8457937240600586,-0.0984044075012207,0.0019594128243625164
L0.H0,12,The plural of book is,0.03173828125,0.1328125,False,1,2.8573760986328125,2.7062222957611084,-0.1511538028717041,0.0051358286291360855
L0.H0,13,The plural of fungus is,0.019287109375,0.1171875,False,1,2.985619068145752,2.939643383026123,-0.045975685119628906,0.0016106133116409183
L0.H0,14,The plural of species is,-0.0264892578125,-0.1328125,False,1,4.790472984313965,4.870573997497559,0.08010101318359375,0.006676483899354935
L0.H0,15,The plural of phenomenon is,0.016845703125,0.140625,False,1,4.8483428955078125,4.800093650817871,-0.048249244689941406,0.0028232974000275135
L0.H0,16,The plural of wolf is,0.0291748046875,0.203125,False,1,3.9890122413635254,3.9154675006866455,-0.07354474067687988,0.004902076907455921
L0.H0,17,The plural of fish is,-0.00634765625,0.0390625,False,1,4.407656669616699,4.38082218170166,-0.026834487915039062,0.002284010872244835
L0.H0,18,The plural of nucleus is,0.01025390625,0.0859375,False,1,4.800887107849121,4.8547539710998535,0.05386686325073242,0.0051502143032848835
L0.H0,19,The plural of deer is,0.0107421875,0.1171875,False,1,4.2914042472839355,4.244905948638916,-0.04649829864501953,0.0021034658420830965
L0.H0,20,The plural of shelf is,0.0205078125,0.171875,False,1,4.099948406219482,4.06776762008667,-0.0321807861328125,0.00490579754114151
L0.H0,21,The plural of knife is,0.117431640625,0.6640625,False,1,3.743314266204834,3.2530879974365234,-0.49022626876831055,0.04016512259840965
L0.H0,22,The plural of cherry is,0.0380859375,0.1640625,False,1,3.919109582901001,3.776336431503296,-0.14277315139770508,0.0052731772884726524
L0.H1,0,The plural of child is,0.031982421875,0.1875,False,1,4.159588813781738,4.019291877746582,-0.14029693603515625,0.004000365734100342
L0.H1,1,The plural of potato is,-0.0013427734375,0.03125,False,1,4.593749046325684,4.577558994293213,-0.016190052032470703,0.0007079639472067356
L0.H1,2,The plural of tooth is,0.03125,0.21875,False,1,5.001948356628418,4.863497257232666,-0.13845109939575195,0.004527747631072998
L0.H1,3,The plural of egg is,0.00732421875,0.078125,False,1,3.296792984008789,3.242702007293701,-0.05409097671508789,0.0008797328919172287
L0.H1,4,The plural of datum is,-0.0028076171875,0.0,False,1,4.023129463195801,4.012674808502197,-0.010454654693603516,0.00041876977775245905
L0.H1,5,The plural of dog is,0.0126953125,0.078125,False,1,3.6112172603607178,3.5365476608276367,-0.07466959953308105,0.001062572468072176
L0.H1,6,The plural of city is,-0.006103515625,-0.015625,False,1,4.376223564147949,4.382871627807617,0.006648063659667969,0.0006090863607823849
L0.H1,7,The plural of series is,0.01220703125,0.0390625,False,1,3.1564769744873047,3.1007206439971924,-0.055756330490112305,0.00032361410558223724
L0.H1,8,The plural of goose is,0.0023193359375,0.046875,False,1,4.204494953155518,4.178988456726074,-0.02550649642944336,0.0003506836947053671
L0.H1,9,The plural of bacterium is,-0.00390625,0.0,False,1,3.703233003616333,3.7187559604644775,0.015522956848144531,0.0006039639702066779
L0.H1,10,The plural of tomato is,-0.0030517578125,-0.015625,False,1,4.557371139526367,4.555027484893799,-0.0023436546325683594,0.0004983703256584704
L0.H1,11,The plural of mouse is,0.0126953125,0.0859375,False,1,2.9441981315612793,2.858940601348877,-0.08525753021240234,0.0010732847731560469
L0.H1,12,The plural of book is,0.01123046875,0.078125,False,1,2.8573760986328125,2.793517827987671,-0.0638582706451416,0.0008136401884257793
L0.H1,13,The plural of fungus is,0.001953125,0.0390625,False,1,2.985619068145752,2.9447524547576904,-0.04086661338806152,0.0005631452659144998
L0.H1,14,The plural of species is,0.011962890625,0.1015625,False,1,4.790472984313965,4.736606597900391,-0.05386638641357422,0.0013399410527199507
L0.H1,15,The plural of phenomenon is,-0.005126953125,-0.015625,False,1,4.8483428955078125,4.847306251525879,-0.0010366439819335938,0.0006507223006337881
L0.H1,16,The plural of wolf is,0.0089111328125,0.0703125,False,1,3.9890122413635254,3.9507761001586914,-0.038236141204833984,0.0008026617579162121
L0.H1,17,The plural of fish is,0.00537109375,0.0390625,False,1,4.407656669616699,4.386341094970703,-0.021315574645996094,0.00046550549450330436
L0.H1,18,The plural of nucleus is,0.0078125,0.09375,False,1,4.800887107849121,4.767290115356445,-0.03359699249267578,0.001522198785096407
L0.H1,19,The plural of deer is,0.0048828125,0.046875,False,1,4.2914042472839355,4.250234603881836,-0.04116964340209961,0.0003168814582750201
L0.H1,20,The plural of shelf is,0.0045166015625,0.0546875,False,1,4.099948406219482,4.076040744781494,-0.02390766143798828,0.0007933354936540127
L0.H1,21,The plural of knife is,0.013427734375,0.1171875,False,1,3.743314266204834,3.645815134048462,-0.09749913215637207,0.0016698837280273438
L0.H1,22,The plural of cherry is,0.02001953125,0.109375,False,1,3.919109582901001,3.8391339778900146,-0.07997560501098633,0.0023034652695059776
L0.H2,0,The plural of child is,0.014892578125,0.0625,False,1,4.159588813781738,4.11710262298584,-0.04248619079589844,0.0033870022743940353
L0.H2,1,The plural of potato is,-0.0074462890625,-0.0703125,False,1,4.593749046325684,4.549822807312012,-0.043926239013671875,0.006198341958224773
L0.H2,2,The plural of tooth is,-0.04931640625,-0.5078125,False,1,5.001948356628418,5.228457927703857,0.22650957107543945,0.017330896109342575
L0.H2,3,The plural of egg is,-0.041748046875,-0.1640625,False,1,3.296792984008789,3.405853509902954,0.10906052589416504,0.005953837186098099
L0.H2,4,The plural of datum is,0.0076904296875,0.0390625,False,1,4.023129463195801,3.966761589050293,-0.05636787414550781,0.002452550921589136
L0.H2,5,The plural of dog is,0.01220703125,0.046875,False,1,3.6112172603607178,3.5598645210266113,-0.051352739334106445,0.0019928342662751675
L0.H2,6,The plural of city is,-0.035888671875,-0.1953125,False,1,4.376223564147949,4.529932022094727,0.15370845794677734,0.007908312603831291
L0.H2,7,The plural of series is,0.00244140625,-0.109375,False,1,3.1564769744873047,3.1880440711975098,0.03156709671020508,0.0025475549045950174
L0.H2,8,The plural of goose is,-0.00927734375,0.015625,True,2,4.204494953155518,4.095236301422119,-0.10925865173339844,0.008296921849250793
L0.H2,9,The plural of bacterium is,-0.017822265625,-0.0234375,False,1,3.703233003616333,3.6168742179870605,-0.08635878562927246,0.006831670179963112
L0.H2,10,The plural of tomato is,0.0062255859375,0.109375,False,1,4.557371139526367,4.446040153503418,-0.11133098602294922,0.009084932506084442
L0.H2,11,The plural of mouse is,0.013671875,0.078125,False,1,2.9441981315612793,2.8397605419158936,-0.10443758964538574,0.0019489799160510302
L0.H2,12,The plural of book is,-0.0615234375,-0.3046875,False,1,2.8573760986328125,3.178931951522827,0.32155585289001465,0.011550579220056534
L0.H2,13,The plural of fungus is,-0.041748046875,-0.1796875,False,1,2.985619068145752,2.996614456176758,0.01099538803100586,0.009088344871997833
L0.H2,14,The plural of species is,-0.0010986328125,0.0,False,1,4.790472984313965,4.7524333000183105,-0.0380396842956543,0.002685223240405321
L0.H2,15,The plural of phenomenon is,-0.041259765625,-0.296875,False,1,4.8483428955078125,5.0047688484191895,0.15642595291137695,0.011156279593706131
